0	title	release_year	genre	score	platfor
3490	GT Advance 3: Pro Concept Racing	2003	Racing	8.5	Game Boy Advanc
3491	IGI 2: Covert Strike	2003	Shooter	8	P
3492	Lunar Legend	2003	RPG	7	Game Boy Advanc
3493	Fisherman's Challenge	2003	Hunting	7	PlayStation 
3494	Seek and Destroy	2003	Action	6.5	PlayStation 
3495	Guilty Gear X2	2003	Fighting	9	PlayStation 
3496	Battlefield 1942: The Road to Rome	2003	Shooter	9.1	P
3497	Digimon: BattleSpirit	2003	Fighting	6.5	Game Boy Advanc
3498	Black & Bruised	2003	Sports	6.3	PlayStation 2,GameCub
3499	Impossible Creatures [2003]	2003	Strategy	8.3	P
3500	Crimson Sea	2003	RPG	8.1	Xbo
3501	War of the Monsters	2003	Fighting	8.9	PlayStation 
3502	Unreal II: The Awakening	2003	Shooter	8.2	PC,Xbo
3503	ATV Quad Power Racing 2	2003	Racing	6.5	GameCube,PlayStation 2,Xbo
3504	Disney Sports Basketball	2003	Sports	8	Game Boy Advance,GameCub
3505	Skies of Arcadia Legends	2003	RPG	8.5	GameCub
3506	Super Bubble Pop	2003	Puzzle	2	Xbox,Game Boy Advance,PlayStation,GameCub
3507	Frogger Beyond	2003	Action	5.8	Xbox,GameCube,P
3508	The Getaway	2003	Action, Adventure	7	PlayStation 
3509	Trailer Park Tycoon	2003	Simulation	5	P
3510	Earth 2150: Lost Souls	2003	Strategy	7	P
3511	HSX: Hypersonic.Xtreme	2003	Racing	5	PlayStation 
3512	Devil May Cry 2	2003	Action	7	PlayStation 
3513	Battle Engine Aquila	2003	Shooter	8	PlayStation 2,Xbox,P
3514	Disney Sports Football	2003	Sports	5	Game Boy Advance,GameCub
3515	BattleBots: Beyond the BattleBox	2003	Action	5	Game Boy Advanc
3516	Midway's Greatest Arcade Hits (Re-Release Edition)	2002	Action, Compilation	3.5	Game Boy Advanc
3517	Jazz Jackrabbit	2002	Action	6.5	Game Boy Advanc
3518	Dark Age of Camelot: Shrouded Isles	2002	RPG	8.7	P
3519	Neocron	2002	RPG	6.5	P
3520	Beyblade: Let it Rip	2002	Battle	1.5	PlayStatio
3521	Cossacks: Back to War	2002	Strategy	6.5	P
3522	Sea Trader: Rise of Taipan	2003	Strategy	6	Game Boy Advanc
3523	The Invincible Iron Man	2003	Action	7	Game Boy Advanc
3524	Dead or Alive Xtreme Beach Volleyball	2003	Sports	9.2	Xbo
3525	Platoon: The 1st Airborne Cavalry Division in Vietnam	2002	Strategy	6	P
3526	Anarchy Online: The Notum Wars	2002	RPG	8.8	P
3527	ShadowFlare	2002	Action, RPG	6.5	P
3528	Deadly Dozen: Pacific Theater	2002	Shooter	8.1	P
3529	Whiteout	2002	Racing	5.5	PlayStation 
3530	Crash Bandicoot 2: N-tranced	2003	Platformer	8.5	Game Boy Advanc
3531	Bionicle: Matoran Adventures	2003	Platformer	3	Game Boy Advanc
3532	Karnaaj Rally	2003	Racing	8.8	Game Boy Advanc
3533	Butt-Ugly Martians: B.K.M. Battles	2003	Action	6	Game Boy Advanc
3534	Breath of Fire: Dragon Quarter	2003	RPG	8.2	PlayStation 
3535	Indiana Jones and the Emperor's Tomb	2003	Action	6.1	Xbox,PC,PlayStation 
3536	Dark Cloud 2	2003	Action, RPG	9	PlayStation 
3537	Yu-Gi-Oh! Dungeondice Monsters	2003	Strategy	8	Game Boy Advanc
3538	SimCity 4	2003	Simulation	9.2	P
3539	The Sims Online	2003	Simulation	7.2	P
3540	Moto Racer Advance	2003	Racing	9	Game Boy Advanc
3541	Panzer Dragoon Orta	2003	Shooter	9.2	Xbo
3542	The Mystery of the Mummy	2003	Adventure	6.5	P
3543	World Tour Soccer 2003	2003	Sports	8.2	PlayStation 
3544	EverQuest Online Adventures	2003	RPG	8	PlayStation 
3545	.hack//INFECTION (Part 1)	2003	Action, RPG	8.5	PlayStation 
3546	Kim Possible: Revenge of Monkey Fist	2003	Action	5	Game Boy Advanc
3547	Vexx	2003	Adventure	7.6	Xbox,PlayStation 2,GameCub
3548	Wings	2003	Action	7.5	Game Boy Advanc
3549	American Conquest	2003	Strategy	8.2	P
3550	Command & Conquer Generals	2003	Strategy	9.3	P
3551	Daredevil: The Man Without Fear	2003	Action	5	Game Boy Advanc
3552	Pride FC: Fighting Championships	2003	Fighting	8	PlayStation 
3553	David Beckham Soccer	2003	Sports	2.2	Game Boy Advanc
3554	Disney Sports Snowboarding	2003	Sports	6	Game Boy Advanc
3555	Rayman 3	2003	Platformer	9	Game Boy Advance,Wireless,N-Gag
3556	All-Star Baseball 2004	2003	Sports	8	Game Boy Advance,PlayStation 2,GameCube,Xbo
3557	Tenchu: Wrath of Heaven	2003	Action	8.5	PlayStation 
3558	The Jungle Book	2003	Puzzle	5	Game Boy Advanc
3559	Colin McRae Rally 3	2003	Racing	8.9	Xbox,PlayStation 
3560	High Heat Major League Baseball 2004	2003	Sports	8.2	Xbox,PlayStation 2,P
3561	APEX	2003	Racing	7.8	Xbo
3562	The Legend of Zelda: Ocarina of Time / Master Quest	2003	Action, Adventure	9	GameCub
3563	Everblue 2	2003	Adventure	5.7	PlayStation 
3564	Freelancer	2003	Action, Simulation	9.2	P
3565	Mario Party-e	2003	Card	8	Game Boy Advanc
3566	Post Mortem	2003	Adventure	7.9	P
3567	Xenosaga Episode I: Der Wille zur Macht	2003	RPG	8.8	PlayStation 
3568	Disaster Report	2003	Adventure	6.3	PlayStation 
3569	Law & Order: Dead on the Money	2003	Adventure	8	P
3570	Kung Fu Chaos	2003	Fighting	6.3	Xbo
3571	Master of Orion III	2003	Strategy	9.2	P
3572	Amplitude [2003]	2003	Music, Action	9.3	PlayStation 
3573	Aero Elite: Combat Academy	2003	Flight, Action	6.5	PlayStation 
3574	Primal	2003	Action, Adventure	8	PlayStation 
3575	Dynasty Warriors 4	2003	Action	8.6	PlayStation 2,Xbo
3576	The Legend of Zelda: The Wind Waker	2003	Action, Adventure	9.6	GameCub
3577	Winning Eleven 6 Final Evolution	2003	Sports	9.4	PlayStation 
3578	The Muppets: On With the Show!	2003	Action	7	Game Boy Advanc
3579	Tom Clancy's Rainbow Six 3: Raven Shield	2003	Shooter	8.6	P
3580	Ultima Online: Age of Shadows	2003	RPG	8.1	P
3581	Pokemon Sapphire Version	2003	RPG	9.5	Game Boy Advanc
3582	Piglet's BIG Game	2003	Adventure	7	GameCube,PlayStation 
3583	Tao Feng: Fist of the Lotus	2003	Fighting	8.7	Xbo
3584	Sonic Advance 2	2003	Platformer	9	Game Boy Advanc
3585	MLB 2004	2003	Sports	4.9	PlayStation 
3586	Ultimate Brain Games	2003	Puzzle	8.5	Game Boy Advanc
3587	Rayman 3: Hoodlum Havoc	2003	Action	8.4	Xbox,PlayStation 2,GameCube,P
3588	The King of Route 66	2003	Racing	6	PlayStation 
3589	Black & White (Platinum Pack)	2003	Compilation	9.7	Macintos
3590	Praetorians	2003	Strategy	8.9	P
3591	MLB SlugFest 20-04	2003	Sports, Action	8	GameCube,Xbox,PlayStation 2,Game Boy Advanc
3592	My Street	2003	Sports, Compilation	6.3	PlayStation 
3593	Delta Force: Black Hawk Down	2003	Shooter	8.9	PC,PlayStation 2,Xbo
3594	WWE Crush Hour	2003	Racing, Action	6.2	PlayStation 2,GameCub
3595	MotoGP 3	2003	Racing	8.5	PlayStation 
3596	UFC: Tapout 2	2003	Fighting	7.1	Xbo
3597	Pokemon Ruby Version	2003	RPG	9.5	Game Boy Advanc
3598	SEGA Rally Championship	2003	Racing	7	Game Boy Advanc
3599	NASCAR Racing: 2003 Season	2003	Racing	9.3	P
3600	A Tale in the Desert	2003	RPG	8.9	P
3601	MVP Baseball 2003	2003	Sports	8.5	Xbox,PlayStation 2,P
3602	Zone of the Enders: The 2nd Runner	2003	Action	8.6	PlayStation 
3603	World Series Baseball 2K3	2003	Sports	9.1	Xbox,PlayStation 
3604	Intellivision Astrosmash	2003	Shooter	5	Wireles
3605	Airport Tycoon 2	2003	Simulation	2.5	P
3606	Def Jam Vendetta	2003	Wrestling	8.9	PlayStation 2,GameCub
3607	Tetris	2003	Puzzle	6.5	Wireless,iPod,Nintendo 3D
3608	World Soccer Winning Eleven 6 International	2003	Sports	9	PlayStation 
3609	Murakumo: Renegade Mech Pursuit	2003	Action	4.5	Xbo
3610	Yu-Gi-Oh! Duelists of the Roses	2003	Card	6.2	PlayStation 
3611	The Gladiators: Galactic Circus Games	2003	Strategy	7.5	P
3612	Vietcong	2003	Shooter	7	P
3613	IL-2 Sturmovik: Forgotten Battles -- WWII 1941-1944	2003	Flight, Simulation	8.5	P
3614	Auto Modellista	2003	Racing	7	PlayStation 2,GameCube,Xbo
3615	World Racing	2003	Racing	7	Xbo
3616	Grand Prix Challenge	2003	Racing	9	PlayStation 
3617	Blackstone: Magic and Steel	2003	Action	5.2	Xbo
3618	Samurai Jack: The Amulet of Time	2003	Action	6	Game Boy Advanc
3619	Jurassic Park: Operation Genesis	2003	Strategy	5.9	PlayStation 2,Xbo
3620	Furious Karting	2003	Racing	6	Xbo
3621	Heroes of Might and Magic IV: Winds of War	2003	Strategy	6.9	P
3622	Batman: Dark Tomorrow	2003	Action, Adventure	3.5	GameCub
3623	World of Outlaws Sprint Cars	2003	Racing	8.5	P
3624	Bandits: Phoenix Rising	2003	Racing, Action	7.2	P
3625	X2: Wolverine's Revenge	2003	Action	6.6	Xbox,GameCube,PlayStation 2,PC,Game Boy Advanc
3626	Final Fantasy Origins	2003	RPG	9	PlayStatio
3627	Evolution Worlds	2003	RPG	5	GameCub
3628	CSI: Crime Scene Investigation	2003	Adventure	8.2	PC,Xbo
3629	Golden Sun: The Lost Age	2003	RPG	9	Game Boy Advanc
3630	Line of Sight: Vietnam	2003	Shooter	6.5	P
3631	1503 A.D. The New World	2003	Strategy	7.3	P
3632	New World Order	2003	Shooter	4.2	P
3633	Ed, Edd 'n Eddy: Jawbreakers!	2003	Puzzle, Action	5	Game Boy Advanc
3634	Ikaruga	2003	Shooter	8.3	GameCube,Xbox 36
3635	Phantasy Star Collection	2003	RPG, Compilation	6	Game Boy Advanc
3636	Galactic Civilizations	2003	Strategy	8.2	P
3637	Crazy Taxi: Catch a Ride	2003	Racing, Action	6.5	Game Boy Advanc
3638	Midnight Club II	2003	Racing	9.1	PlayStation 2,Xbox,P
3639	CTU: Marine Sharpshooter	2003	Shooter	4.1	P
3640	Devastation: Resistance Breeds Revolution	2003	Shooter	7.4	P
3641	Clock Tower 3	2003	Adventure	7.7	PlayStation 
3642	Harbinger	2003	Action, RPG	4	P
3643	Postal 2	2003	Shooter	5.5	P
3644	Superman: Countdown to Apokolips	2003	Action	4.5	Game Boy Advanc
3645	Tube Slider	2003	Racing	6.1	GameCub
3646	Wingnuts: Temporal Navigator	2003	Shooter	2.2	P
3647	Hamtaro: Ham-Ham Heartbreak	2003	Adventure	8	Game Boy Advanc
3648	Grom ... Terror in Tibet	2003	RPG	8	P
3649	The Lost Vikings	2003	Puzzle	8.5	Game Boy Advance,Super NE
3650	Super Puzzle Fighter II	2003	Puzzle, Action	8	Game Boy Advanc
3651	Casino Inc.	2003	Casino	7.6	P
3652	Gallop Racer 2003: A New Breed	2003	Simulation	7.9	PlayStation 
3653	Enter the Matrix	2003	Action	7.2	Xbox,GameCube,PlayStation 2,P
3654	EverQuest for Pocket PC: Hero's Call	2003	RPG	8.5	Pocket P
3655	Prince of Persia: Harem Adventures	2003	Action, Adventure	8.5	Wireles
3656	Safari Hunter V	2003	Hunting	7	Wireles
3657	Return to Castle Wolfenstein: Tides of War	2003	Shooter	9.3	Xbo
3658	Gundam: Space Assault	2003	Shooter	8	Wireles
3659	Space Gunner	2003	Action	3	Wireles
3660	NBA Street Vol. 2	2003	Sports	9.4	PlayStation 2,Xbox,GameCub
3661	Dakar 2: The World's Ultimate Rally	2003	Racing	6.2	GameCub
3662	Castlevania: Aria of Sorrow	2003	Action, Adventure	9.3	Game Boy Advanc
3663	.hack//MUTATION (Part 2)	2003	Action, RPG	8.4	PlayStation 
3664	Shadowbane	2003	RPG	7.3	P
3665	Clu Clu Land-e	2003	Action	5	Game Boy Advanc
3666	Donkey Kong 3-e	2003	Shooter	7	Game Boy Advanc
3667	Uplink: Hacker Elite	2003	Strategy	7.5	P
3668	Baseball Mogul 2004	2003	Sports, Simulation	8	P
3669	Blitzkrieg	2003	Strategy	8.2	P
3670	Micro Machines [2002]	2003	Racing	4	PlayStation 
3671	Disney Sports Motocross	2003	Racing	5.5	Game Boy Advanc
3672	Army Men: Air Combat 'The Elite Missions'	2003	Flight, Action	3.5	GameCub
3673	Purge	2003	Shooter	5.5	P
3674	Break the Eggs	2003	Puzzle	7	Wireles
3675	Burnout 2: Point of Impact -- Developer's Cut	2003	Racing	8.6	Xbo
3676	Scooby-Doo: Jeepers Creepers	2003	Adventure	7.5	Wireles
3677	Lilo & Stitch: Space Escape	2003	Shooter	3	Wireles
3678	Tropico 2: Pirate Cove	2003	Simulation	8.4	P
3679	Galaxian Mini	2003	Shooter	3	Wireles
3680	Ninja Five-O	2003	Action	8.5	Game Boy Advanc
3681	Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel	2003	Card	8	Game Boy Advanc
3682	Castles & Catapults	2003	Strategy	2	P
3683	Finding Nemo	2003	Action	7	Xbox,GameCube,PlayStation 2,Wireles
3684	Bloody Roar Extreme	2003	Fighting	7.3	Xbo
3685	Return to Castle Wolfenstein: Operation Resurrection	2003	Shooter	7.6	PlayStation 
3686	Siberian Strike	2003	Shooter	8	Wireless,iPhon
3687	Hulk	2003	Action	8	GameCube,Xbox,PC,PlayStation 
3688	SEGA Arcade Gallery	2003	Compilation	7.8	Game Boy Advanc
3689	Stake: Fortune Fighters	2003	Fighting	2.3	Xbo
3690	Day of Defeat	2003	Shooter	8	P
3691	Lost Kingdoms II	2003	Card, RPG	6.2	GameCub
3692	Wario Ware, Inc: Mega Microgame$	2003	Party	9	Game Boy Advanc
3693	Evil Dead: A Fistful of Boomstick	2003	Action	6.4	PlayStation 2,Xbo
3694	Inside Pitch 2003	2003	Sports	5	Xbo
3695	Lemonade Tycoon	2003	Simulation	9.5	Wireles
3696	Charisma Lee	2003	Action	6	Wireles
3697	Rise of Nations	2003	Strategy	8.2	P
3698	Pirates of the Caribbean: The Curse of the Black Pearl	2003	Action, Adventure	5.5	Game Boy Advanc
3699	Mace Griffin: Bounty Hunter	2003	Action	6.3	Xbox,PlayStation 2,P
3700	Midtown Madness 3	2003	Racing	8.7	Xbo
3701	Dragon Ball Z: The Legacy of Goku II	2003	Action, RPG	8	Game Boy Advanc
3702	Resident Evil: Dead Aim	2003	Shooter	6.9	PlayStation 
3703	Neverwinter Nights: Shadows of Undrentide	2003	RPG	7.7	P
3704	Moon Patrol	2003	Action	8	Wireles
3705	Squareville Wasabi	2003	Puzzle	6.5	Wireles
3706	Empire of Magic	2003	Strategy	5	P
3707	Mega Man Network Transmission	2003	Action, RPG	6.7	GameCub
3708	Wakeboarding Unleashed Featuring Shaun Murray	2003	Sports	8.6	PlayStation 2,Xbox,Game Boy Advanc
3709	Freestyle Metal X	2003	Sports	7.6	PlayStation 2,GameCub
3710	Big Mutha Truckers	2003	Racing	6.3	PlayStation 2,Xbox,GameCube,PC,Nintendo DS,Game Boy Advanc
3711	Summer Heat Beach Volleyball	2003	Sports	6.4	PlayStation 
3712	The Elder Scrolls III: Bloodmoon	2003	RPG	8.9	P
3713	Jewels and Jim	2003	Action	7	Wireles
3714	Port Royale	2003	Strategy	8.4	P
3715	Rock 'n Roll Racing	2003	Racing	8.5	Game Boy Advanc
3716	MAGIX Music Maker	2003	Music, Editor	7.9	PlayStation 
3717	Unlimited SaGa	2003	RPG	6.6	PlayStation 
3718	Medieval: Total War -- Viking Invasion	2003	Strategy	8.6	P
3719	Ultimate Muscle: Path of the Super Hero	2003	Wrestling	7.5	Game Boy Advanc
3720	Return to Castle Wolfenstein: Enemy Territory	2003	Shooter	8.5	P
3721	Crazy Racer	2003	Racing	4.5	Wireles
3722	Iridion II	2003	Shooter	8	Game Boy Advanc
3723	Dig It	2003	Puzzle	7	Wireles
3724	Skirt Fighter	2003	Fighting, Adventure	5.5	Wireles
3725	F1 Career Challenge	2003	Racing, Simulation	7.4	PlayStation 
3726	Space Channel 5: Ulala's Cosmic Attack	2003	Music	5	Game Boy Advanc
3727	Magic Pengel: The Quest for Color	2003	Battle	8.5	PlayStation 
3728	Will Rock	2003	Shooter	7.2	P
3729	Mega Man Battle Network 3 White Version	2003	RPG	7.9	Game Boy Advanc
3730	Mega Man Battle Network 3 Blue Version	2003	RPG	7.9	Game Boy Advanc
3731	Wing Commander: Prophecy	2003	Flight, Action	7	Game Boy Advanc
3732	PlanetSide	2003	Shooter	7.7	P
3733	The Sims: Superstar	2003	Simulation	8.3	P
3734	Ultimate Muscle: Legends vs. New Generation	2003	Wrestling	7.8	GameCub
3735	Age of Wonders: Shadow Magic	2003	Strategy	8.5	P
3736	Microsoft Flight Simulator 2004: A Century of Flight	2003	Flight, Simulation	9	P
3737	Mojo!	2003	Puzzle, Action	6.9	PlayStation 
3738	Mario Golf: Toadstool Tour	2003	Sports, Action	8	GameCub
3739	Rally Championship [2002]	2003	Racing	7	GameCub
3740	Combat Mission: Beyond Overlord (Special Edition)	2003	Strategy	9	P
3741	Bruce Lee: Return of the Legend	2003	Action	8.4	Game Boy Advanc
3742	RollerCoaster Tycoon 2: Wacky Worlds	2003	Simulation	5.5	P
3743	The Incredible Hulk [2003]	2003	Action	6	Game Boy Advanc
3744	Speed Kings	2003	Racing	5.5	PlayStation 2,Xbox,GameCub
3745	IndyCar Series	2003	Racing	8.5	PlayStation 2,Xbo
3746	Star Trek: Elite Force II	2003	Shooter	8.4	P
3747	SX Superstar	2003	Racing	3.6	Xbox,GameCub
3748	Arc the Lad: Twilight of the Spirits	2003	RPG	8.2	PlayStation 
3749	Tomb Raider: The Angel of Darkness	2003	Action, Adventure	5.3	PlayStation 2,P
3750	EVE Online	2003	RPG	8	P
3751	Disciples II: Guardians of the Light	2003	Strategy	7	P
3752	Adios Amoebas	2003	Puzzle	5.5	Wireles
3753	Knuckle-Up!	2003	Sports, Simulation	7	Wireles
3754	FOX Sports On-Field Live Football	2003	Sports	8	Wireles
3755	Star Wars Knights of the Old Republic	2003	RPG	9.5	Xbox,PC,iPa
3756	F1 Challenge '99-'02	2003	Racing, Simulation	9.5	P
3757	Perfect Ace: Pro Tournament Tennis	2003	Sports	4.1	P
3758	FOX Sports Boxing	2003	Sports	9	Wireles
3759	FOX Sports Racing	2003	Racing	6.5	Wireles
3760	The Great Escape	2003	Adventure	5	Xbox,PlayStation 2,P
3761	Big Scale Racing	2003	Racing	6.5	P
3762	Sonic Pinball Party	2003	Pinball	8.3	Game Boy Advanc
3763	Restaurant Empire	2003	Simulation	7.8	P
3764	Brute Force	2003	Action	8.1	Xbo
3765	Sonic Adventure DX: Director's Cut	2003	Platformer	5	GameCub
3766	Advance Wars 2: Black Hole Rising	2003	Strategy	9	Game Boy Advanc
3767	Wario World	2003	Platformer	7.1	GameCub
3768	RTX Red Rock	2003	Action, Adventure	5.6	PlayStation 
3769	MotoGP [2003]	2003	Racing	5	Wireless,N-Gag
3770	FOX Sports On-Court Live Basketball	2003	Sports, Action	8	Wireles
3771	Barnyard Bouncin'	2003	Puzzle	6	Wireles
3772	Fury of The Hulk	2003	Puzzle	1	Wireles
3773	Two Cities	2003	Strategy	7.5	Wireles
3774	Star Wars Galaxies: An Empire Divided	2003	RPG	8	P
3775	Outlaw Volleyball	2003	Sports	8	Xbo
3776	Disciples II: Servants of the Dark	2003	Strategy	7	P
3777	Downhill Domination	2003	Sports	8	PlayStation 
3778	The Terminator	2003	Shooter	3.5	Wireless,PlayStation Portabl
3779	K-1 World Grand Prix	2003	Fighting	8.3	PlayStation 
3780	Charlie's Angels	2003	Fighting, Action	4	GameCub
3781	Tetris Worlds Online	2003	Puzzle	4.8	Xbo
3782	Pirates of the Caribbean	2003	Action, RPG	7.5	Xbox,PC,Wireles
3783	NCAA Football 2004	2003	Sports	9	GameCube,Xbox,PlayStation 2,N-Gag
3784	Endless Ages	2003	RPG	5.5	P
3785	Tennis 2003	2003	Sports	2.5	Wireles
3786	DuraTrax Mobile RC	2003	Sports	7	Wireles
3787	Lionheart: Legacy of the Crusader	2003	RPG	6.8	P
3788	Otogi: Myth of Demons	2003	Action	8.3	Xbo
3789	F-Zero GX	2003	Racing	9.3	GameCub
3790	Tron 2.0	2003	Action	8	P
3791	Virtua Fighter 4: Evolution	2003	Fighting	9.5	PlayStation 
3792	Europa Universalis: Crown of the North	2003	Strategy	6.5	P
3793	Nexagon: Deathmatch	2003	Strategy	6.9	P
3794	Ape Escape 2	2003	Platformer	9	PlayStation 
3795	Warcraft III: The Frozen Throne	2003	Strategy	9	P
3796	Naval Ops: Warship Gunner	2003	Action, Simulation	7.7	PlayStation 
3797	Chariots of War	2003	Strategy	5	P
3798	Air Raid: This is Not a Drill	2003	Shooter	2.2	P
3799	Space Spyder	2003	Action	3	Wireles
3800	Smash Cars [2003]	2003	Racing, Action	7.5	PlayStation 
3801	Pokemon Pinball: Ruby & Sapphire	2003	Pinball	8.8	Game Boy Advanc
3802	Dance Nation: Ministry of Sound	2003	Music	8	Wireles
3803	Legacy Online	2003	Strategy	9	P
3804	Madden NFL 2004	2003	Sports	9.3	PC,Game Boy Advance,Xbox,GameCube,PlayStation 
3805	Dark Fall: The Journal	2003	Adventure	7.8	P
3806	Alter Echo	2003	Action	6.8	PlayStation 2,Xbo
3807	Buffy the Vampire Slayer: Wrath of the Darkhul King	2003	Action	4	Game Boy Advanc
3808	Freaky Flyers	2003	Flight, Racing	7	GameCube,Xbox,PlayStation 
3809	Butt-Ugly Martians: Zoom or Doom	2003	Racing, Action	3.8	GameCube,PlayStation 
3810	Aliens vs. Predator: Extinction	2003	Strategy	6.1	Xbox,PlayStation 
3811	Chaos Legion	2003	Action	6.5	PlayStation 
3812	X-Men 2: Battle	2003	Fighting	7	Wireles
3813	Monster Truck Madness	2003	Racing	7.5	Game Boy Advanc
3814	Cartel Wars	2003	Action	7.5	Wireles
3815	Silent Hill 3	2003	Adventure	8.8	PlayStation 2,P
3816	River Raid	2003	Shooter	8	Wireles
3817	Splashdown: Rides Gone Wild	2003	Racing, Action	8.9	PlayStation 2,Wireles
3818	Shrek: Reekin' Havoc	2003	Platformer	5.9	Game Boy Advanc
3819	Silent Line: Armored Core	2003	Action, Simulation	7.5	PlayStation 
3820	Futurama	2003	Action, Adventure	6.7	Xbox,PlayStation 
3821	Romance of the Three Kingdoms VIII	2003	Strategy	9	PlayStation 
3822	eJay Clubworld: The Music Making Experience	2003	Music, Editor	7.6	PlayStation 
3823	ESPN NFL Football	2003	Sports	9.3	Xbox,PlayStation 
3824	Pro Cast Sports Fishing	2003	Hunting	3.1	Xbo
3825	Rider X 3D	2003	Sports	5	Wireles
3826	RotoSphere	2003	Puzzle	8.5	Wireles
3827	MLB Slam!	2003	Sports	8.5	Wireless,N-Gag
3828	Disney's Extreme Skate Adventure	2003	Sports	7.8	PlayStation 2,GameCube,Game Boy Advanc
3829	Republic: The Revolution	2003	Strategy	7.2	P
3830	World War II: Frontline Command	2003	Strategy	7	P
3831	NFL Fever 2004	2003	Sports	7.5	Xbo
3832	Buffy the Vampire Slayer: Chaos Bleeds	2003	Action	7.7	PlayStation 2,Xbox,GameCub
3833	Mortal Kombat: Tournament Edition	2003	Fighting	8.5	Game Boy Advanc
3834	NFL GameDay 2004	2003	Sports	8	PlayStation 
3835	Soulcalibur II	2003	Fighting	9.2	Xbox,GameCube,PlayStation 
3836	Disgaea: Hour of Darkness	2003	Strategy, RPG	9.2	PlayStation 
3837	Bombastic	2003	Puzzle	8.5	PlayStation 
3838	Cali Surf	2003	Sports	7.5	Wireles
3839	Cabela's Deer Hunt: 2004 Season	2003	Hunting	7.4	PlayStation 
3840	JAMDAT Casino	2003	Casino	6	Wireles
3841	EverQuest: Lost Dungeons of Norrath	2003	RPG	8.5	P
3842	Disney's Party	2003	Party	4	Game Boy Advance,GameCub
3843	NHL Hitz: Pro	2003	Sports, Action	8.6	Xbo
3844	NHL 2004	2003	Sports	8.8	PlayStation 2,GameCube,Xbox,P
3845	Command & Conquer Generals Zero Hour	2003	Strategy	9	P
3846	Heaven & Hell	2003	Strategy	4.3	P
3847	NHL Hitz Pro	2003	Sports, Action	8.6	PlayStation 2,GameCub
3848	Blackthorne	2003	Action	7.5	Game Boy Advanc
3849	Voodoo Vince	2003	Platformer	7.6	Xbo
3850	Boktai	2003	Action, Adventure	8.5	Game Boy Advanc
3851	Star Wars Jedi Knight: Jedi Academy	2003	Shooter	8.8	PC,Xbo
3852	Starsky & Hutch	2003	Racing, Action	5.4	Xbox,PlayStation 2,PC,GameCub
3853	Banjo-Kazooie: Grunty's Revenge	2003	Platformer	8	Game Boy Advanc
3854	Savage: The Battle for Newerth	2003	Strategy	8.7	P
3855	Mistmare	2003	Adventure	3	P
3856	Emergency Fire Response	2003	Strategy	8.4	P
3857	AquaNox 2: Revelation	2003	Shooter	6	P
3858	Dynasty Tactics 2	2003	Strategy	8.3	PlayStation 
3859	Tom Clancy's Rainbow Six: Broken Wing	2003	Action	6.5	Wireles
3860	The Adventures of Jimmy Neutron, Boy Genius: Jet Fusion	2003	Platformer	6.1	GameCube,PlayStation 2,Game Boy Advanc
3861	NASCAR Thunder 2004	2003	Racing	8.8	PlayStation 2,Xbox,P
3862	Shining Soul	2003	Action, RPG	5.5	Game Boy Advanc
3863	Tiger Woods PGA Tour 2004	2003	Sports	9	Xbox,PC,GameCube,PlayStation 2,Game Boy Advance,Wireles
3864	Freedom Fighters	2003	Action, Adventure	8.4	GameCube,PlayStation 2,Xbox,P
3865	Robin Hood: Defender of the Crown	2003	Strategy	7.1	Xbox,PlayStation 2,P
3866	Wallace & Gromit in Project Zoo	2003	Action	6.7	PlayStation 2,Xbox,GameCub
3867	RoadKill	2003	Racing, Action	7.7	PlayStation 2,Xbox,GameCub
3868	Super Mario Advance 4: Super Mario Bros. 3	2003	Platformer	9.5	Game Boy Advanc
3869	NBA Live 2004	2003	Sports	8.8	PlayStation 2,GameCube,Xbox,P
3870	Mega Man X7	2003	Action	6.7	PlayStation 
3871	Spirits & Spells	2003	Platformer	5	GameCub
3872	XGRA: Extreme-G Racing Association	2003	Racing	7.5	PlayStation 2,Xbox,GameCub
